sku	name	original_codes	description	applications	image_url
RV0404.2036	CABO DE FREIO DE MO 1660MM (DIREITO) TOYOTA 8FD/G20-30	47403-26601-71/47403-26600-71	CABO DE FREIO DE MO 1660MM (DIREITO) TOYOTA 8FD/G20-30. Aplicado em TOYOTA 8FD20-30 / 8FG20-30. Pea fundamental para o sistema de frenagem de empilhadeiras, garantindo segurana e preciso em operaes industriais.	TOYOTA 8FD20-30 / 8FG20-30	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738982/rv04042036_qu2byf.png"""
RV0404.3046	CABO DE FREIO DE MO 2103MM (DIREITO) - HANGCHA RW/A/XR 2.0-3.5T	N163-111001-000-R/N163-112001-000	CABO DE FREIO DE MO 2103MM (DIREITO) - HANGCHA RW/A/XR 2.0-3.5T. Aplicado em HANGCHA RW/A/XR 2.0-3.5T. Pea fundamental para o sistema de frenagem de empilhadeiras, garantindo segurana e preciso em operaes industriais.	HANGCHA RW/A/XR 2.0-3.5T	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738992/rv04043046_ezdsk8.jpg"""
RV0404.3044	CABO DE FREIO DE MAO 2320MM (DIREITO) - HANGCHA XF 2.0-3.5T	XF250-112300-000/XB250-112100-000	CABO DE FREIO DE MAO 2320MM (DIREITO) - HANGCHA XF 2.0-3.5T. Aplicado em HANGCHA XF 2.0-3.5T. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HANGCHA XF 2.0-3.5T	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738993/rv04043044_askxzj.jpg"""
RV0404.3047	CABO DE FREIO DE MAO 1500MM (ESQUERDO) - HELI/STILL CLX 2.0-3.5T	OC-11246-14603/A30A5-02933	CABO DE FREIO DE MAO 1500MM (ESQUERDO) - HELI/STILL CLX 2.0-3.5T. Aplicado em HELI / GOODSENSE / HUAHE / MAXIMAL / STILL CLX 2.0-3.5T. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HELI / GOODSENSE / HUAHE / MAXIMAL / STILL CLX 2.0-3.5T	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738993/rv04043047_ulxp54.jpg"""
RV0404.3048	CABO DE FREIO DE MAO 1960MM (DIREITO) - HELI/STILL CLX 2.0-3.5T	OC-11246-24603/A30A5-02044	CABO DE FREIO DE MAO 1960MM (DIREITO) - HELI/STILL CLX 2.0-3.5T. Aplicado em HELI / GOODSENSE / HUAHE / MAXIMAL / STILL CLX 2.0-3.5T. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HELI / GOODSENSE / HUAHE / MAXIMAL / STILL CLX 2.0-3.5T	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738993/rv04043048_xp1zlk.jpg"""
RV0433.0382	CABO DO ACELERADOR 903mm TOYOTA 8FG10-30 - 26620-26641-71	26620-26641-71	CABO DO ACELERADOR 903mm TOYOTA 8FG10-30 - 26620-26641-71. Aplicado em TOYOTA 8FG10-30 / FDZN20-30 COM MOTOR 4Y. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	TOYOTA 8FG10-30 / FDZN20-30 COM MOTOR 4Y	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739598/rv04330382_jquugp.jpg"""
RV0225.3012	CABO FREIO DE MO 7FGA50 L.D. TOYOTA	46410-30551-71	CABO FREIO DE MO 7FGA50 L.D. TOYOTA. Aplicado em 7FGA50. Pea fundamental para o sistema de frenagem de empilhadeiras, garantindo segurana e preciso em operaes industriais.	7FGA50	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738189/rv02253012_ly57z5.jpg"""
RV0225.3013	CABO FREIO DE MO 7FGA50 L.E. TOYOTA	46420-30551-71	CABO FREIO DE MO 7FGA50 L.E. TOYOTA. Aplicado em 7FGA50. Pea fundamental para o sistema de frenagem de empilhadeiras, garantindo segurana e preciso em operaes industriais.	7FGA50	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738193/rv02253013_tcnuwk.jpg"""
RV0433.0477	CABO DO ACELERADOR 1560MM HYSTER H40-70 FT (motor MAZDA 2.2L)	2067395/580048454A	CABO DO ACELERADOR 1560MM HYSTER H40-70 FT (motor MAZDA 2.2L). Aplicado em HYSTER H50-70FT / YALE GLP050-70VX. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HYSTER H50-70FT / YALE GLP050-70VX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739600/rv04330477n3_b5hrup.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739598/rv04330477_xklqwo.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739598/rv04330477n2_az6mpx.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739604/rv04330477n1_zj7ztz.jpg"""
RV0404.1017	CILINDRO DE FREIO - DE RODA CLARK CMP25 - CL3788000	3788000	CILINDRO DE FREIO - DE RODA CLARK CMP25 - CL3788000. Aplicado em CLARK CMP25 / CPY25. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	CLARK CMP25 / CPY25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738953/rv04041017_ulv01l.png"""
RV0404.1014	CILINDRO DE FREIO - DE RODA HYSTER 50FT - HY 1565290	1565290/580051320/91E46-00112/91846-00800/8034578/C-52-13117-52000/3EB-30-41440/3EB3041440	CILINDRO DE FREIO - DE RODA HYSTER 50FT - HY 1565290. Aplicado em HYSTER H40-70FT / YALE GLP, GDP 40-70VX / MITSUBISHI FG20~30, FG25N / CLARK C25L, C30L. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HYSTER H40-70FT / YALE GLP, GDP 40-70VX / MITSUBISHI FG20~30, FG25N / CLARK C25L, C30L	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738950/rv04041014_j2jjyr.png"""
RV0404.1012	CILINDRO DE FREIO - DE RODA HYSTER H55N / H55A - HY200141	HY/200141/HY/887561/YA/520048877/200141A/200159/162148/3002761/6072197	CILINDRO DE FREIO - DE RODA HYSTER H55N / H55A - HY200141. Aplicado em HYSTER H55N, H55A, 50K, 80J, 150J, 60J / Komatsu. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HYSTER H55N, H55A, 50K, 80J, 150J, 60J / Komatsu	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739053/rv04041012_zqad9a.png"""
RV0404.1013	CILINDRO DE FREIO - DE RODA HYSTER H55XM - HY1334648	1334648/91446-00901/3EB-30-31310/505963500	CILINDRO DE FREIO - DE RODA HYSTER H55XM - HY1334648. Aplicado em HSYTER H45 - 60XM / YALE GTP050RL / Komatsu FG25 3EB-30-21310. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HSYTER H45 - 60XM / YALE GTP050RL / Komatsu FG25 3EB-30-21310	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738950/rv04041013_rvexdk.png"""
RV0404.1054	CILINDRO DE RODA - CHINESA TCM FD20/25/HC/HELI LD - 22673-72031-R / TOYOTA 6FG/D	22673-72031/47410-20540-71	CILINDRO DE RODA - CHINESA TCM FD20/25/HC/HELI LD - 22673-72031-R / TOYOTA 6FG/D. Aplicado em TCM FD20/25/HC / HELI-CPQYD25 / TOYOTA 6FG/D. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	TCM FD20/25/HC / HELI-CPQYD25 / TOYOTA 6FG/D	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738965/rv04041054_pzxau8.png"""
RV0404.1055	CILINDRO DE RODA - CHINESA TCM FD20/25/HC/HELI LE - 22673-72041-L / TOYOTA 6FG/D	22673-72041/22373-72041/47420-20540-71	CILINDRO DE RODA - CHINESA TCM FD20/25/HC/HELI LE - 22673-72041-L / TOYOTA 6FG/D. Aplicado em TCM FD20/25/HC / HELI-CPQYD25 / TOYOTA 6FG/D. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	TCM FD20/25/HC / HELI-CPQYD25 / TOYOTA 6FG/D	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738966/rv04041055_en7gym.png"""
RV0404.1139	CILINDRO DE RODA - HANGCHA R SERIES 24433-76000G - 3.0/3.5TON - 1.1/8 L78MM	24433-76000G/C-52-11246-52001	CILINDRO DE RODA - HANGCHA R SERIES 24433-76000G - 3.0/3.5TON - 1.1/8 L78MM. Aplicado em CHINESA - HANGCHA R SERIES / KOMATSU FG/D20-30 / MITSUBISHI FG/D20-30 / TCM 3,0 T6/T7/N5/C6 / HELI CPQYD30. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	CHINESA - HANGCHA R SERIES / KOMATSU FG/D20-30 / MITSUBISHI FG/D20-30 / TCM 3,0 T6/T7/N5/C6 / HELI CPQYD30	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738980/rv04041139_myrt9w.jpg"""
RV0404.1056	CILINDRO DE RODA - HELI CPCD70 / HANGCHA RW / TCM Z7 / KOMATSU 7/8 - 5.0-7.0ton	25783-71250G/2578371250G/25783-73000G/2578373000G	CILINDRO DE RODA - HELI CPCD70 / HANGCHA RW / TCM Z7 / KOMATSU 7/8 - 5.0-7.0ton. Aplicado em HELI CPCD70 / HANGCHA RW / TCM Z7 / KOMATSU 7/8 - 5.0-7.0ton. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HELI CPCD70 / HANGCHA RW / TCM Z7 / KOMATSU 7/8 - 5.0-7.0ton	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739394/rv04041056_jesctl.png"""
RV0404.1019	CILINDRO DE RODA - HELI CPQDC25 LD - 2267372051	HE/2267372051	CILINDRO DE RODA - HELI CPQDC25 LD - 2267372051. Aplicado em HELI H2000 / HANGCHA CPC, CPCD20-25 / CPQ, CPQD20-25 / TCM FG25N5. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HELI H2000 / HANGCHA CPC, CPCD20-25 / CPQ, CPQD20-25 / TCM FG25N5	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738960/rv04041019_zsuxl8.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738954/rv04041019n1_ejqdyo.jpg"""
RV0404.1020	CILINDRO DE RODA - HELI CPQDC25 LE - 2267372061	HE/2267372041/2267372061	CILINDRO DE RODA - HELI CPQDC25 LE - 2267372061. Aplicado em HELI H2000 / HANGCHA CPC, CPCD20-25 / CPQ, CPQD20-25 / TCM FG25N5. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HELI H2000 / HANGCHA CPC, CPCD20-25 / CPQ, CPQD20-25 / TCM FG25N5	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738954/rv04041020_ilcm9g.jpg"""
RV0404.1021	CILINDRO DE RODA - HYSTER H50CT- 2026775	2026775/902194803	CILINDRO DE RODA - HYSTER H50CT- 2026775. Aplicado em HYSTER (H50CT) - (H35XM) - (H40XM) - (H1.8TX) / YALE (GP18AK) - (GP20AK). Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HYSTER (H50CT) - (H35XM) - (H40XM) - (H1.8TX) / YALE (GP18AK) - (GP20AK)	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739076/rv04041021_bwaxut.png"""
RV0404.1051	CILINDRO DE RODA - STILL CLX-25 LADO DIREITO	STILL/2317713	CILINDRO DE RODA - STILL CLX-25 LADO DIREITO. Aplicado em STILL CLX-25. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	STILL CLX-25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738965/rv04041051_pl2fuo.jpg"""
RV0404.1052	CILINDRO DE RODA - STILL CLX-25 LADO ESQUERDO	STILL/2317713	CILINDRO DE RODA - STILL CLX-25 LADO ESQUERDO. Aplicado em STILL CLX-25. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	STILL CLX-25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738965/rv04041052_iix9j6.jpg"""
RV0404.1036	CILINDRO DE RODA - STILL FMX 8416717 - 15/16 L60MM	8416717/1135045405	CILINDRO DE RODA - STILL FMX 8416717 - 15/16 L60MM. Aplicado em STILL FMX / STILL FMX-NG / LINDE R17-20II (comparar encaixe lateral). Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	STILL FMX / STILL FMX-NG / LINDE R17-20II (comparar encaixe lateral)	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738960/rv04041036_rzgqfk.png"""
RV0404.1046	CILINDRO DE RODA - TOYOTA 8FG18 7/8	47410-10480-71/474101048071/C-52-11029-52000/C521102952000/91246-01800/91246-01801/47410-11630-71/34A-30-11401	CILINDRO DE RODA - TOYOTA 8FG18 7/8. Aplicado em TOYOTA 8FG10~18 / TCM / KOMATSU / NISSAN / HANGCHA R SERIES 21233-70080G 1.5/1.8ton. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	TOYOTA 8FG10~18 / TCM / KOMATSU / NISSAN / HANGCHA R SERIES 21233-70080G 1.5/1.8ton	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738964/rv04041046_sdd8ih.png"""
RV0404.1037	CILINDRO DE RODA 1 1/8 - TOYOTA 47410-23420-71 - 8FG25	47410-23420-71/474102342071/47410-U2170-71/47410U217071/234A3-72001/234A372001	CILINDRO DE RODA 1 1/8 - TOYOTA 47410-23420-71 - 8FG25. Aplicado em TOYOTA 8FG20-30 / TCM FG/D20-30 T6/C3 / T3/C3/T4 / HELI (CPQD35). Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	TOYOTA 8FG20-30 / TCM FG/D20-30 T6/C3 / T3/C3/T4 / HELI (CPQD35)	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738960/rv04041037_n2eml0.png"""
RV0404.1061	CILINDRO MESTRE - HANGCHA RW1,0-1,8T - N030-516000-000	N030-516000-000/N030516000000	CILINDRO MESTRE - HANGCHA RW1,0-1,8T - N030-516000-000. Aplicado em HANGCHA R CPQD10-18 / HANGCHA RW1,0-1,8T. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HANGCHA R CPQD10-18 / HANGCHA RW1,0-1,8T	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738971/rv04041061_zap0ap.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738971/rv04041061n1_zqnnny.png"""
RV0404.1062	CILINDRO MESTRE 12mm - HANGCHA XF25	XF250-515000-000/XF250515000000	CILINDRO MESTRE 12mm - HANGCHA XF25. Aplicado em HANGCHA XF2,0-3,5T / XF25 / HANGCHA XF/OFF ROAD 2,0-3,5T. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HANGCHA XF2,0-3,5T / XF25 / HANGCHA XF/OFF ROAD 2,0-3,5T	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738972/rv04041062_juylxb.png"""
RV0404.1105	CILINDRO MESTRE 19MM YALE GP25RE / C25L	YA/915435400/2021338/8036215/1544636	CILINDRO MESTRE 19MM YALE GP25RE / C25L. Aplicado em CLARK (C25L) - (GPY25) - (C30L) - (CMP18L) - (CQ25L) / YALE (GP25RE). Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	CLARK (C25L) - (GPY25) - (C30L) - (CMP18L) - (CQ25L) / YALE (GP25RE)	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738981/rv04041105_bnz7cg.png"""
RV0404.1004	"CILINDRO MESTRE 3/4"" HYSTER H55FT"	HY/1536724/YA/580040436/582005114/4009385	"CILINDRO MESTRE 3/4"" HYSTER H55FT. Aplicado em H55FT / 050VX. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais."	H55FT / 050VX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738949/rv04041004_f6ax9c.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739054/rv04041004n1_kljo0y.jpg"""
RV0404.1026	"CILINDRO MESTRE 3/4"" TOYOTA 8FG25"	47210-23321-71/47210-U2170-71/47210-23310-71/47210-23320-71	"CILINDRO MESTRE 3/4"" TOYOTA 8FG25. Aplicado em 8FG10~30 / 7FG25. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais."	8FG10~30 / 7FG25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738956/rv04041026_ynizqd.png"""
RV0404.1002	"CILINDRO MESTRE 7/8"" HYSTER H55XM COM RESERVATÓRIO ELÉTRICO"	HY/1347048/YA/505963537/HY/1345016	"CILINDRO MESTRE 7/8"" HYSTER H55XM COM RESERVATÓRIO ELÉTRICO. Aplicado em H55XM. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais."	H55XM	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738944/rv04041002_tme532.png"""
RV0404.1043	CILINDRO MESTRE DE FREIO C/ RESERVATÓRIO 3/4 MITSUBISHI FG25 / FG25K	MT/91346-30300/91346-20300/91346-40300/91346-10301/91346-10300	CILINDRO MESTRE DE FREIO C/ RESERVATÓRIO 3/4 MITSUBISHI FG25 / FG25K. Aplicado em MITSUBISHI FG25 / FG25K / FD/G10~30. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	MITSUBISHI FG25 / FG25K / FD/G10~30	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738961/rv04041043_jqln4h.png"""
RV0404.1042	CILINDRO MESTRE DE FREIO C/ RESERVATÓRIO GOODSENSE/HANGCHA RW/JAC CPCD10-35 10MM	N163-516000-000/N163516000000/A30A710100	CILINDRO MESTRE DE FREIO C/ RESERVATÓRIO GOODSENSE/HANGCHA RW/JAC CPCD10-35 10MM. Aplicado em HANGCHA R SERIES / HANGCHA RW2,0~3,5T / JAC CPCD10~35 YQX. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HANGCHA R SERIES / HANGCHA RW2,0~3,5T / JAC CPCD10~35 YQX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739662/rv04041042_tmoxyx.png"""
RV0404.1041	CILINDRO MESTRE DE FREIO C/ RESERVATÓRIO HANGCHA XR/RW 2,0/3,5 TON 12MM	30HB-511400-000/30HB511400000/30DHW15-515000	CILINDRO MESTRE DE FREIO C/ RESERVATÓRIO HANGCHA XR/RW 2,0/3,5 TON 12MM. Aplicado em HANGCHA R SERIES / XR/RW 2,0~3,5ton OKAMURA. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HANGCHA R SERIES / XR/RW 2,0~3,5ton OKAMURA	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739370/rv04041041_gfyddv.png"""
RV0404.1007	CILINDRO MESTRE STILL CLX-25	2317848/25595-40302/919405400/9194054-00	CILINDRO MESTRE STILL CLX-25. Aplicado em STILL CLX-25 / HELI. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	STILL CLX-25 / HELI	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738949/rv04041007_pgqatr.jpg"""
RV0404.1057	CILNDRO DE RODA - STILL FMX-17 8435282	8435282/272356800	CILNDRO DE RODA - STILL FMX-17 8435282. Aplicado em STILL FMX e LINDE R ACTIVE 2011 (comparar encaixe lateral) / YALE. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	STILL FMX e LINDE R ACTIVE 2011 (comparar encaixe lateral) / YALE	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738971/rv04041057_pzslar.png"""
RV0404.4005	CONJUNTO DE REPARO CILINDRO 8FG18	04475-10020-71/044751002071	CONJUNTO DE REPARO CILINDRO 8FG18. Aplicado em TOYOTA 8FG18 / 8FG10~18 / 8FGU15~18 / 7FG10~18. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	TOYOTA 8FG18 / 8FG10~18 / 8FGU15~18 / 7FG10~18	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738999/rv04044005_kw236g.png"""
RV0404.4004	CONJUNTO DE REPARO CILINDRO 8FG25	04475-20010-71/044752001071	CONJUNTO DE REPARO CILINDRO 8FG25. Aplicado em TOYOTA 8FG25 / 8FG20~30 / 8FGU20~32 / 7FG25. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	TOYOTA 8FG25 / 8FG20~30 / 8FGU20~32 / 7FG25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738994/rv04044004_izo2k3.png"""
RV0225.3020	CUBO DE FREIO YALE G83P ROL MAIOR	5025676	CUBO DE FREIO YALE G83P ROL MAIOR. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738565/rv02253020n1_d8vfxs.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738657/rv02253020_cyd7nx.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738654/rv02253020n2_wtfrcd.jpg"""
RV0233.0030	DISCO DE FREIO - TOYOTA TY-47211-12400-71	TY/47211-12400-71	DISCO DE FREIO - TOYOTA TY-47211-12400-71. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738538/rv02330030_vreozf.png"""
RV0404.4052	FREIO MAGNÉTICO (completo) STILL EGV 14/ 16 *MOD NOVO* / EXV12 / LINDE L14-/16	50025000602/4499532	FREIO MAGNÉTICO (completo) STILL EGV 14/ 16 *MOD NOVO* / EXV12 / LINDE L14-/16. Aplicado em STILL EGV-14. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	STILL EGV-14	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739000/rv04044052n1_gdtp3d.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739007/rv04044052n3_emu2tt.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739283/rv04044052_fxo19i.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739000/rv04044052n2_mjsfch.jpg"""
RV0225.2014	LONA FREIO MAGNÉTICO - STILL FMX 8431156	ST/8431156	LONA FREIO MAGNÉTICO - STILL FMX 8431156. Aplicado em FMX. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	FMX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738416/rv02252014_a0wopc.png"""
RV0404.5001	MOLA DO PEDAL DA EMBREAGEM - TOYOTA 8FG25	47129-26600-71/471292660071	MOLA DO PEDAL DA EMBREAGEM - TOYOTA 8FG25. Aplicado em 8FG10~30. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	8FG10~30	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739007/rv04045001_uq9p0g.jpg"""
RV0404.5000	MOLA DO PEDAL DE FREIO - TOYOTA 8FG25	47118-26600-71/471182660071	MOLA DO PEDAL DE FREIO - TOYOTA 8FG25. Aplicado em 8FG10~30 / 8FGU20~32 **OUTRAS APLICAÇÕES. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	8FG10~30 / 8FGU20~32 **OUTRAS APLICAÇÕES	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739007/rv04045000_vmvy7x.jpg"""
RV0404.4007	MOLA HELICOIDAL DE PRESSAO (KIT FIXAO SAPATA TOYOTA 8FG18)	47636-10110-71/476361011071	MOLA HELICOIDAL DE PRESSAO (KIT FIXAO SAPATA TOYOTA 8FG18). Aplicado em 8FG10-18. Pea fundamental para o sistema de frenagem de empilhadeiras, garantindo segurana e preciso em operaes industriais.	8FG10-18	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739007/rv04044007_wgyurz.jpg"""
RV0433.0320	MOLA HELICOIDAL RETORNO - STILL FMX NG 9219233	9219233	MOLA HELICOIDAL RETORNO - STILL FMX NG 9219233. Aplicado em FMX NG. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	FMX NG	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739576/rv04330320_gmcroh.jpg"""
RV0433.0321	MOLA HELICOIDAL TENSO - STILL FMX NG 1135040801	1135040801	MOLA HELICOIDAL TENSO - STILL FMX NG 1135040801. Aplicado em FMX NG. Pea fundamental para o sistema de frenagem de empilhadeiras, garantindo segurana e preciso em operaes industriais.	FMX NG	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739577/rv04330321_rgcdjj.jpg"""
RV0404.0014	SAPATA DE FREIO - RODA DE CARGA - STILL FM/FMX 8416718	8416718/8429829	SAPATA DE FREIO - RODA DE CARGA - STILL FM/FMX 8416718. Aplicado em STILL - FME / FM / FMX. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	STILL - FME / FM / FMX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738943/rv04040014_oejvcq.png"""
RV0404.0019	SAPATA DE FREIO CLARK - CGP/CMP/CQ25L (04 PEÇAS)	2800017/8450008	SAPATA DE FREIO CLARK - CGP/CMP/CQ25L (04 PEÇAS). Aplicado em CLARK CGP25L - CMP25L - CQ25L. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	CLARK CGP25L - CMP25L - CQ25L	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738944/rv04040019_bi77zh.png"""
RV0404.0007	SAPATA DE FREIO HYSTER ANTIGA H55N / H80-150J	HY/162135/HY/1342546/HY/1383782/YA/580001086	SAPATA DE FREIO HYSTER ANTIGA H55N / H80-150J. Aplicado em HYSTER H55N, H60J, H80J, H150J. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HYSTER H55N, H60J, H80J, H150J	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738938/rv04040007_xrfydz.png"""
